id,nom_fichier,titre,auteur,annee,sujets
14799,Journal des Goncourt (Premier Volume).txt,Journal des Goncourt  (Premier Volume) Mémoires de la vie littéraire,"Goncourt, Edmond de, 1822-1896; Goncourt, Jules de, 1830-1870",2005,"Novelists, French -- 19th century -- Diaries; Goncourt, Edmond de, 1822-1896 -- Diaries; Goncourt, Jules de, 1830-1870 -- Diaries; Paris (France) -- Social life and customs -- 19th century; Paris (France) -- Intellectual life -- 19th century"
14804,La Guerre Sociale.txt,La Guerre Sociale Discours Prononcé au Congrès de la Paix,"Léo, André, 1824-1900",2005,"Paris (France) -- History -- Commune, 1871"
14803,Journal des Goncourt (Deuxième volume).txt,Journal des Goncourt  (Deuxième volume) Mémoires de la vie littéraire,"Goncourt, Edmond de, 1822-1896; Goncourt, Jules de, 1830-1870",2005,"Novelists, French -- 19th century -- Diaries; Goncourt, Edmond de, 1822-1896 -- Diaries; Goncourt, Jules de, 1830-1870 -- Diaries; Paris (France) -- Social life and customs -- 19th century; Paris (France) -- Intellectual life -- 19th century"
14805,Les trophées.txt,Les trophées,"Heredia, José-Maria de, 1842-1905",2005,Poetry
14806,La Jangada Huit cent lieues sur l'Amazone.txt,La Jangada: Huit cent lieues sur l'Amazone,"Verne, Jules, 1828-1905",2005,Adventure and adventurers -- Fiction; Voyages and travels -- Fiction; Brazil -- Social life and customs -- Fiction; Peru -- Social life and customs -- Fiction; Rafts -- Fiction; Amazon River -- Fiction
14810,La maison à vapeur Voyage à travers l'Inde septentrionale.txt,La maison à vapeur: Voyage à travers l'Inde septentrionale,"Verne, Jules, 1828-1905",2005,"India -- History -- Sepoy Rebellion, 1857-1858 -- Fiction; Adventure stories; British -- India -- Fiction; Mutiny -- India -- Fiction"
14820,Une femme d'argent.txt,Une femme d'argent,"Malot, Hector, 1830-1907",2005,French fiction -- 19th century
14827,Étude sur Shakspeare.txt,Étude sur Shakspeare,"Guizot, François, 1787-1874",2005,"Shakespeare, William, 1564-1616"
14828,Les îles Promenades dans le golfe Saint-Laurent.txt,"Les îles: Promenades dans le golfe Saint-Laurent Une partie de la Côte Nord, l'île aux Oeufs, l'Anticosti, l'île Saint-Paul, l'archipel de la Madeleine","Faucher de Saint-Maurice, 1844-1897",2005,"Canada -- History; Walker, Hovenden, Sir, 1656?-1728; Saint Lawrence, Gulf of"
14905,Traité du Pouvoir du Magistrat Politique sur les choses sacrées.txt,Traité du Pouvoir du Magistrat Politique sur les choses sacrées,"Grotius, Hugo, 1583-1645",2005,Church and state -- Early works to 1800; Ecclesiastical law -- Early works to 1800
14911,Bruges-la-Morte.txt,Bruges-la-Morte,"Rodenbach, Georges, 1855-1898",2005,Widowers -- Fiction; Bruges (Belgium) -- Fiction
14912,Lénore et autres ballades.txt,Lénore et autres ballades,"Bürger, Gottfried August, 1747-1794",2005,"Ballads, German -- Translations into French"
14913,Réflexions ou sentences et maximes morales.txt,Réflexions ou sentences et maximes morales,"La Rochefoucauld, François duc de, 1613-1680",2005,Maxims
14918,Souvenirs de la maison des morts.txt,Souvenirs de la maison des morts,"Dostoyevsky, Fyodor, 1821-1881",2005,Exiles -- Russia (Federation) -- Siberia -- Fiction
15032,Hamlet.txt,Hamlet,"Shakespeare, William, 1564-1616; Guizot, François, 1787-1874 [Translator]",2005,Tragedies (Drama); Hamlet (Legendary character) -- Drama; Kings and rulers -- Succession -- Drama; Murder victims' families -- Drama; Fathers -- Death -- Drama; Revenge -- Drama; Princes -- Drama; Denmark -- Drama
15057,Les vacances.txt,Les vacances,"Ségur, Sophie, comtesse de, 1799-1874",2005,"Vacations -- Juvenile fiction; Children's stories, French; Children -- Juvenile fiction"
15058,Les malheurs de Sophie.txt,Les malheurs de Sophie,"Ségur, Sophie, comtesse de, 1799-1874",2005,Country life -- Juvenile fiction; France -- Juvenile fiction
15059,Les petites filles modèles.txt,Les petites filles modèles,"Ségur, Sophie, comtesse de, 1799-1874",2005,"Conduct of life -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Friendship -- Juvenile fiction; Children's stories, French; Girls -- Juvenile fiction; Cousins -- Juvenile fiction; Sisters -- Juvenile fiction; France -- Juvenile fiction; Families -- Juvenile fiction; Good and evil -- Juvenile fiction"
15071,La Tempête.txt,La Tempête,"Shakespeare, William, 1564-1616; Guizot, François, 1787-1874 [Translator]",2005,Shipwreck victims -- Drama; Fathers and daughters -- Drama; Magicians -- Drama; Political refugees -- Drama; Islands -- Drama; Spirits -- Drama; Tragicomedy
15060,L'hôtel hanté.txt,L'hôtel hanté,"Collins, Wilkie, 1824-1889",2005,Venice (Italy) -- Fiction; Detective and mystery stories; Hotels -- Fiction
15075,Sodome et Gomorrhe - Deuxième partie.txt,Sodome et Gomorrhe - Deuxième partie,"Proust, Marcel, 1871-1922",2005,Autobiographical fiction; France -- Social life and customs -- Fiction
15107,La corde au cou.txt,La corde au cou,"Gaboriau, Emile, 1832-1873",2005,Detective and mystery stories; French fiction -- 19th century
15113,Vie de Jésus.txt,Vie de Jésus,"Renan, Ernest, 1823-1892",2005,Jesus Christ -- Biography; Christian biography -- Palestine
15112,Œuvres complètes - Volume 1.txt,"Œuvres complètes - Volume 1 Poèmes Saturniens, Fêtes Galantes, Bonne chanson, Romances sans paroles, Sagesse, Jadis et naguère","Verlaine, Paul, 1844-1896",2005,French poetry -- 19th century
15146,"Les misères de Londres, 1. La nourrisseuse d'enfants.txt","Les misères de Londres, 1. La nourrisseuse d'enfants","Ponson du Terrail, 1829-1871",2005,French fiction -- 19th century
15152,Saint-Pierre & Miquelon.txt,Saint-Pierre & Miquelon,"Premio-Real, comte de, 1840-1888",2005,Saint Pierre and Miquelon
15150,La maison de la courtisane Nouveaux Poèmes.txt,La maison de la courtisane: Nouveaux Poèmes,"Wilde, Oscar, 1854-1900; Savine, Albert, 1859-1927 [Translator]",2005,Poetry
15203,Un billet de loterie.txt,Un billet de loterie (Le numéro 9672),"Verne, Jules, 1828-1905",2005,Lotteries -- Fiction
15208,Les mille et un fantômes.txt,Les mille et un fantômes,"Dumas, Alexandre, 1802-1870",2005,Supernatural -- Fiction; Ghost stories; Paranormal fiction; Death -- Fiction; Capital punishment -- Fiction; Spirits -- Fiction
15212,"Bulletin de Lille, 1916-01.txt","Bulletin de Lille, 1916-01 Publié sous le contrôle de l'autorité allemande",Anonymous,2005,"World War, 1914-1918 -- Periodicals; World War, 1914-1918 -- France; Lille (France) -- History"
15226,Nanon.txt,Nanon La bibliothèque précieuse,"Sand, George, 1804-1876",2005,French fiction -- 19th century
15235,Oeuvres illustrées de George Sand.txt,Oeuvres illustrées de George Sand Les visions de la nuit dans les campagnes - La vallée noire - Une visite aux catacombes,"Sand, George, 1804-1876",2005,French literature -- 19th century
15239,Spiridion.txt,Spiridion,"Sand, George, 1804-1876",2005,French fiction -- 19th century
15286,Réflexions sur le sort des Noirs dans nos colonies.txt,Réflexions sur le sort des Noirs dans nos colonies,"Lescallier, Daniel, baron, 1743-1822",2005,Black people -- France -- Colonies; Slavery -- France -- Colonies; Enslaved persons -- France -- Colonies -- Social conditions
15287,Teverino.txt,Teverino,"Sand, George, 1804-1876",2005,French fiction -- 19th century
15288,Sodome et Gomorrhe - Première partie.txt,Sodome et Gomorrhe - Première partie,"Proust, Marcel, 1871-1922",2005,Autobiographical fiction; France -- Social life and customs -- Fiction
15295,Le juif errant - Tome I.txt,Le juif errant - Tome I,"Sue, Eugène, 1804-1857",2005,"Historical fiction; Jesuits -- Fiction; Inheritance and succession -- Fiction; Wandering Jew -- Fiction; France -- History -- Louis Philippe, 1830-1848 -- Fiction"
15297,Le voleur.txt,Le voleur,"Darien, Georges, 1862-1921",2005,Revenge -- Fiction; France -- Fiction; Man-woman relationships -- Fiction; Burglars -- Fiction
15303,Coriolan.txt,Coriolan,"Shakespeare, William, 1564-1616; Guizot, François, 1787-1874 [Translator]",2005,"Tragedies (Drama); Generals -- Drama; Rome -- Drama; Coriolanus, Cnaeus Marcius -- Drama"
15296,Le juif errant - Tome II.txt,Le juif errant - Tome II,"Sue, Eugène, 1804-1857",2005,"Historical fiction; Jesuits -- Fiction; Inheritance and succession -- Fiction; Wandering Jew -- Fiction; France -- History -- Louis Philippe, 1830-1848 -- Fiction"
15305,L'influence d'un livre Roman historique.txt,L'influence d'un livre: Roman historique,"Aubert de Gaspé, Philippe, 1814-1841",2005,French-Canadian fiction
15324,Promenades et intérieurs.txt,Promenades et intérieurs,"Coppée, François, 1842-1908",2005,French poetry
15312,Mémoires pour servir à l'Histoire de mon temps (Tome 2).txt,Mémoires pour servir à l'Histoire de mon temps (Tome 2),"Guizot, François, 1787-1874",2005,"France -- Politics and government -- 1814-1830; France -- Politics and government -- 1830-1848; Guizot, M. (François), 1787-1874; France -- Foreign relations -- 1815-1848"
15361,Félix Poutré Drame historique en quatre actes.txt,Félix Poutré: Drame historique en quatre actes,"Fréchette, Louis Honoré, 1839-1908",2005,"Poutré, Félix, 1814-1885 -- Drama"
15372,Le portrait de monsieur W. H.txt,Le portrait de monsieur W. H.,"Wilde, Oscar, 1854-1900; Savine, Albert, 1859-1927 [Translator]",2005,"Manners and customs -- Fiction; Short stories, English -- Translations into French; English fiction -- Translations into French"
15371,Les mille et une nuits - Tome premier.txt,Les mille et une nuits - Tome premier,"Galland, Antoine, 1646-1715 [Translator]",2005,Fairy tales; Tales -- Arab countries
15375,Voyage dans l'Aurès Notes d'un médecin envoyé en mission chez les femmes arabes.txt,Voyage dans l'Aurès: Notes d'un médecin envoyé en mission chez les femmes arabes,"Chellier, Dorothée, 1860-1930",2005,Women -- Diseases; Aurès Mountains (Algeria)
15397,Francia; Un bienfait n'est jamais perdu.txt,Francia; Un bienfait n'est jamais perdu,"Sand, George, 1804-1876",2005,French fiction -- 19th century
15388,Leone Leoni.txt,Leone Leoni,"Sand, George, 1804-1876",2005,Venice (Italy) -- Fiction
15433,Mémoires pour servir à l'Histoire de mon temps (Tome 3).txt,Mémoires pour servir à l'Histoire de mon temps (Tome 3),"Guizot, François, 1787-1874",2005,"France -- Politics and government -- 1814-1830; France -- Politics and government -- 1830-1848; Guizot, M. (François), 1787-1874; France -- Foreign relations -- 1815-1848"
15458,"Essai sur la littérature merveilleuse des noirs, suivi de Contes indigènes de l'Ouest africain français - Tome premier.txt","Essai sur la littérature merveilleuse des noirs, suivi de Contes indigènes de l'Ouest africain français - Tome premier","Equilbecq, François-Victor, 1872-1917",2005,"Tales -- Africa, French-speaking West"
15434,En Kabylie Voyage d'une Parisienne au Djurjura.txt,En Kabylie: Voyage d'une Parisienne au Djurjura,"Vilbort, J. (Joseph), 1829-1911",2005,Kabylia (Algeria) -- Description and travel
15459,"Cham et Japhet, ou De l'émigration des nègres chez les blancs considérée comme moyen providentiel de régénérer la race n.txt","Cham et Japhet, ou De l'émigration des nègres chez les blancs considérée comme moyen providentiel de régénérer la race nègre et de civiliser l'Afrique intérieure.","Chancel, A. de (Ausone), 1808-1878",2005,Black race; Algeria -- Colonization
15462,Alcools.txt,Alcools,"Apollinaire, Guillaume, 1880-1918",2005,French poetry -- 20th century
15463,"Marie; ou, l'Esclavage aux Etats-Unis Tableau de moeurs américaines.txt","Marie; ou, l'Esclavage aux Etats-Unis: Tableau de moeurs américaines","Beaumont, Gustave de, 1802-1866",2005,United States -- Description and travel; Slavery -- United States; United States -- Social conditions -- To 1865; Enslaved persons -- United States -- Social conditions
15543,D'Alembert.txt,D'Alembert,"Bertrand, Joseph, 1822-1900",2005,"Alembert, Jean Le Rond d', 1717-1783; Authors, French -- 18th century -- Biography"
15554,Le parfum de la dame en noir.txt,Le parfum de la dame en noir,"Leroux, Gaston, 1868-1927",2005,"Detective and mystery stories; Rouletabille, Joseph (Fictitious character) -- Fiction"
15555,La chasse à l'oppossum.txt,La chasse à l'oppossum,"Wilde, Oscar, 1854-1900 [Dubious author]",2005,Hunting stories
15557,Carnet d'un inconnu (Stépantchikovo).txt,Carnet d'un inconnu (Stépantchikovo),"Dostoyevsky, Fyodor, 1821-1881; Binshtok, V. L., 1868-1933 [Translator]; Torquet, Charles, 1864-1938 [Translator]",2005,Impostors and imposture -- Fiction; Families -- Russia -- Fiction
15558,La nouvelle Carthage.txt,La nouvelle Carthage,"Eekhoud, Georges, 1854-1927",2005,Fiction
15556,"Voyages en France pendant les années 1787, 1788, 1789.txt","Voyages en France pendant les années 1787, 1788, 1789","Young, Arthur, 1741-1820",2005,"France -- Description and travel; France -- History -- Revolution, 1789-1799; Agriculture -- France -- History -- 18th century"
15574,Le capitaine Paul.txt,Le capitaine Paul,"Dumas, Alexandre, 1802-1870",2005,"Jones, John Paul, 1747-1792 -- Fiction"
15579,L'affaire Lerouge.txt,L'affaire Lerouge,"Gaboriau, Emile, 1832-1873",2005,"Mystery and detective stories; Lecoq, Monsieur (Fictitious character) -- Fiction"
15584,Jean Ziska épisode de la guerre des Hussites.txt,Jean Ziska: épisode de la guerre des Hussites,"Sand, George, 1804-1876",2005,"Zizka, Jan, approximately 1360-1424 -- Fiction"
15589,Les vies encloses.txt,Les vies encloses,"Rodenbach, Georges, 1855-1898",2005,French poetry -- 19th century
15593,Les aventures de M. Colin-Tampon.txt,Les aventures de M. Colin-Tampon,"Girardin, Jules, 1832-1888",2005,"Humorous stories; Hunting stories; Children's stories, French"
15626,Contes et historiettes à l'usage des jeunes enfants.txt,Contes et historiettes à l'usage des jeunes enfants Qui commencent à savoir lire,"Carraud, Zulma, 1796-1889",2005,French language -- Readers; Readers (Primary)
15635,Mémoires pour servir à l'Histoire de mon temps (Tome 4).txt,Mémoires pour servir à l'Histoire de mon temps (Tome 4),"Guizot, François, 1787-1874",2005,"France -- Politics and government -- 1814-1830; France -- Politics and government -- 1830-1848; Guizot, M. (François), 1787-1874; France -- Foreign relations -- 1815-1848"
15598,Advis de la deffaicte des Anglois et autres heretiques.txt,"Advis de la deffaicte des Anglois et autres heretiques venuz en Bretaigne, pour le Roy de Navarre, pres Chasteau-bourg.","Sainct Maixant, M.",2005,"Mercoeur, Philippe Emmanuel de Lorraine, duc de, 1558-1602; Brittany (France) -- History -- Sources; Brittany (France) -- Boundaries -- History -- Early works to 1800"
15645,Port-Tarascon Dernières aventures de l'illustre Tartarin.txt,Port-Tarascon: Dernières aventures de l'illustre Tartarin,"Daudet, Alphonse, 1840-1897",2005,French fiction -- 19th century
15642,Mémoires de Mme la marquise de La Rochejaquelein.txt,Mémoires de Mme la marquise de La Rochejaquelein écrits par elle-même,"La Rochejaquelein, Marie-Louise-Victoire marquise de, 1772-1857; Barante, Amable-Guillaume-Prosper Brugière, baron de, 1782-1866 [Editor]",2005,"La Rochejaquelein, Marie-Louise-Victoire, marquise de, 1772-1857; France -- History -- Wars of the Vendée, 1793-1832 -- Personal narratives"
15646,Nord contre sud.txt,Nord contre sud,"Verne, Jules, 1828-1905",2005,"United States -- History -- Civil War, 1861-1865 -- Fiction"
15732,Contes de bord.txt,Contes de bord,"Corbière, Edouard, 1793-1875",2005,Sea stories; French fiction -- 19th century
15686,La belle Gabrielle — Tome 3.txt,La belle Gabrielle — Tome 3,"Maquet, Auguste, 1813-1888",2005,French fiction -- 19th century
15739,Traité de la Vérité de la Religion Chrétienne.txt,Traité de la Vérité de la Religion Chrétienne,"Grotius, Hugo, 1583-1645",2005,Apologetics -- Early works to 1800; Indifferentism (Religion)
15804,La mort de César Tragédie.txt,La mort de César: Tragédie,"Voltaire, 1694-1778",2005,"Caesar, Julius -- Drama; Tragedies (Drama)"
15805,La mort de César.txt,"La mort de César, tragédie en trois actes de Voltaire, avec les changemens fait par le citoyen Gohier, ministre de la Justice","Voltaire, 1694-1778; Gohier, Louis-Jérôme, 1746-1830 [Editor]",2005,"Caesar, Julius -- Drama; Tragedies (Drama)"
15811,Le serment des hommes rouges Aventures d'un enfant de Paris.txt,Le serment des hommes rouges: Aventures d'un enfant de Paris,"Ponson du Terrail, 1829-1871",2005,French fiction -- 19th century
15815,Les tendres ménages.txt,Les tendres ménages,"Toulet, Paul Jean, 1867-1920",2005,French fiction -- 20th century
15816,La fabrique de crimes.txt,La fabrique de crimes,"Féval, Paul, 1817-1887",2005,French fiction -- 19th century
15823,Voyages abracadabrants du gros Philéas.txt,Voyages abracadabrants du gros Philéas,"Pitray, Olga de, 1835-1920?; La Fargue, Ambroisine Laure Gabrielle de [Illustrator]",2005,Children's stories
15844,Escal-Vigor.txt,Escal-Vigor,"Eekhoud, Georges, 1854-1927",2005,Gay men -- Fiction
15846,Beaucoup de Bruit pour Rien.txt,Beaucoup de Bruit pour Rien,"Shakespeare, William, 1564-1616; Guizot, François, 1787-1874 [Translator]",2005,Comedy plays; Rejection (Psychology) -- Drama; Conspiracies -- Drama; Courtship -- Drama; Messina (Italy) -- Drama
15847,Jules César.txt,Jules César,"Shakespeare, William, 1564-1616; Guizot, François, 1787-1874 [Translator]",2005,"Tragedies (Drama); Conspiracies -- Drama; Brutus, Marcus Junius, 85 B.C.?-42 B.C. -- Drama; Caesar, Julius -- Assassination -- Drama; Assassins -- Drama; Rome -- History -- Civil War, 43-31 B.C. -- Drama"
15848,La Comédie des Méprises.txt,La Comédie des Méprises,"Shakespeare, William, 1564-1616; Guizot, François, 1787-1874 [Translator]",2005,Comedy plays; Shipwreck victims -- Drama; Mistaken identity -- Drama; Brothers -- Drama; Greece -- Drama; Twins -- Drama
15849,Timon d'Athènes.txt,Timon d'Athènes,"Shakespeare, William, 1564-1616; Guizot, François, 1787-1874 [Translator]",2005,Tragedies (Drama); Timon of Athens (Legendary character) -- Drama; Athens (Greece) -- Drama
15871,La femme française dans les temps modernes.txt,La femme française dans les temps modernes,"Bader, Clarisse, 1840-1902",2005,Women -- France
15882,Mon amie Nane.txt,Mon amie Nane,"Toulet, Paul Jean, 1867-1920",2005,French fiction -- 20th century
15885,Les pilotes de l'Iroise.txt,Les pilotes de l'Iroise,"Corbière, Edouard, 1793-1875",2005,Sea stories; French fiction -- 19th century
15907,"De la littérature des nègres, ou Recherches sur leurs facultés intellectuelles, leurs qualités morales et leur littératu.txt","De la littérature des nègres, ou Recherches sur leurs facultés intellectuelles, leurs qualités morales et leur littérature","Grégoire, Henri, 1750-1831",2005,Black people; Black people -- Biography; Literature -- Black authors -- History and criticism
15942,Antoine et Cléopâtre.txt,Antoine et Cléopâtre,"Shakespeare, William, 1564-1616; Guizot, François, 1787-1874 [Translator]",2005,"Generals -- Rome -- Drama; Queens -- Egypt -- Drama; Antonius, Marcus, 83 B.C.?-30 B.C. -- Drama; Cleopatra, Queen of Egypt, -30 B.C. -- Drama; Tragedies (Drama); Romans -- Egypt -- Drama; Egypt -- History -- 332-30 B.C. -- Drama; Rome -- History -- Civil War, 43-31 B.C. -- Drama"
15943,Le conte futur.txt,Le conte futur,"Adam, Paul, 1862-1920",2005,Fiction
16020,Le grillon du foyer.txt,Le grillon du foyer,"Dickens, Charles, 1812-1870; Chaillot, Amédée, 1803-1892 [Translator]",2005,"England -- Social life and customs -- 19th century -- Fiction; Christmas stories, English; Holidays -- Fiction"
16021,Cantique de Noël.txt,Cantique de Noël,"Dickens, Charles, 1812-1870",2005,"Christmas stories; London (England) -- Fiction; Poor families -- Fiction; Ghost stories; Misers -- Fiction; Sick children -- Fiction; Scrooge, Ebenezer (Fictitious character) -- Fiction"
16022,Les conteurs à la ronde.txt,Les conteurs à la ronde,"Dickens, Charles, 1812-1870; Pichot, Amédée, 1795-1877 [Translator]",2005,"Short stories, English -- Translations into French; English fiction -- Translations into French"
16023,Oliver Twist.txt,Oliver Twist,"Dickens, Charles, 1812-1870",2005,Orphans -- Fiction; London (England) -- Fiction; Bildungsromans; Boys -- Fiction; Criminals -- Fiction; Kidnapping victims -- Fiction
16066,L'ingénieux hidalgo Don Quichotte de la Manche - Tome I.txt,L'ingénieux hidalgo Don Quichotte de la Manche - Tome I,"Cervantes Saavedra, Miguel de, 1547-1616; Viardot, Louis, 1800-1883 [Translator]",2005,Spain -- Social life and customs -- 16th century -- Fiction; Knights and knighthood -- Spain -- Fiction; Picaresque literature; Romances
16067,L'ingénieux hidalgo Don Quichotte de la Manche - Tome II.txt,L'ingénieux hidalgo Don Quichotte de la Manche - Tome II,"Cervantes Saavedra, Miguel de, 1547-1616; Viardot, Louis, 1800-1883 [Translator]",2005,Spain -- Social life and customs -- 16th century -- Fiction; Knights and knighthood -- Spain -- Fiction; Picaresque literature; Romances
16128,Le Jour des Rois.txt,Le Jour des Rois,"Shakespeare, William, 1564-1616; Guizot, François, 1787-1874 [Translator]",2005,Comedy plays; Mistaken identity -- Drama; Twins -- Drama; Siblings -- Drama; Shipwreck survival -- Drama; Illyria -- Drama
16210,La chasse galerie Légendes Canadiennes.txt,La chasse galerie: Légendes Canadiennes,"Beaugrand, Honoré, 1849-1906",2005,French-Canadians -- Québec (Province) -- Folklore -- Fiction; Legends -- Québec (Province)
16234,Introduction à l'étude de la médecine expérimentale.txt,Introduction à l'étude de la médecine expérimentale,"Bernard, Claude, 1813-1878",2005,"Medicine, Experimental"
16236,Le dernier des mohicans Le roman de Bas-de-cuir.txt,Le dernier des mohicans: Le roman de Bas-de-cuir,"Cooper, James Fenimore, 1789-1851; Defauconpret, A.-J.-B. (Auguste-Jean-Baptiste), 1767-1843 [Translator]",2005,"Historical fiction; War stories; United States -- History -- French and Indian War, 1754-1763 -- Fiction; Adventure stories; Frontier and pioneer life -- Fiction; Bumppo, Natty (Fictitious character) -- Fiction; Mohegan Indians -- Fiction"
16237,Les stratagèmes.txt,Les stratagèmes,"Frontinus, Sextus Julius, 30?-104; Bailly, C. (Charles), 1800-1862 [Translator]",2005,Military art and science -- Rome -- Early works to 1800; Deception (Military science) -- Early works to 1800
16238,Poésies Allemandes.txt,Poésies Allemandes,"Klopstock, Friedrich Gottlieb, 1724-1803; Nerval, Gérard de, 1808-1855 [Translator]",2005,German poetry -- History and criticism
16239,Colomba.txt,Colomba,"Mérimée, Prosper, 1803-1870",2005,Revenge -- Fiction; Murder -- Fiction; Vendetta -- Fiction; Corsica (France) -- History -- 19th century -- Fiction
16240,La Vénus d'Ille.txt,La Vénus d'Ille,"Mérimée, Prosper, 1803-1870",2005,Venus (Roman deity) -- Fiction; Weddings -- Fiction
16235,Jane Eyre; ou Les mémoires d'une institutrice.txt,Jane Eyre; ou Les mémoires d'une institutrice,"Brontë, Charlotte, 1816-1855; Souvestre, Lesbazeilles [Translator]",2005,Orphans -- Fiction; England -- Fiction; Young women -- Fiction; Love stories; Governesses -- Fiction; Fathers and daughters -- Fiction; Mentally ill women -- Fiction; Charity-schools -- Fiction; Married people -- Fiction; Country homes -- Fiction; Bildungsromans
16260,Nouveau moyen de préparer la couche sensible des plaques destinées à recevoir les images photographiques.txt,Nouveau moyen de préparer la couche sensible des plaques destinées à recevoir les images photographiques Lettre à M. Arago,"Daguerre, Louis Jacques Mandé, 1787-1851",2005,Daguerreotype
16286,Lucrezia Floriani.txt,Lucrezia Floriani,"Sand, George, 1804-1876",2005,Man-woman relationships -- Fiction
16336,Pour la patrie Roman du XXe siècle.txt,Pour la patrie: Roman du XXe siècle,"Tardivel, Jules Paul, 1851-1905",2005,Québec (Province) -- History -- Autonomy and independence movements -- Fiction
16388,"Bulletin de Lille, 1915-12.txt","Bulletin de Lille, 1915-12 Publié sous le contrôle de l'autorité allemande",Anonymous,2005,"World War, 1914-1918 -- Periodicals; World War, 1914-1918 -- France; Lille (France) -- History"
16421,Le legs de Caïn.txt,Le legs de Caïn Un Testament — Basile Hymen — Le Paradis sur le Dniester,"Sacher-Masoch, Leopold, Ritter von, 1835-1895",2005,Austrian fiction -- Translations into French
16465,Le château de La Belle-au-bois-dormant.txt,Le château de La Belle-au-bois-dormant,"Loti, Pierre, 1850-1923",2005,French literature -- 19th century; French literature -- 20th century
16492,Biribi Discipline militaire.txt,Biribi: Discipline militaire,"Darien, Georges, 1862-1921",2005,"France. Armée -- Military life -- Fiction; Corporal punishment -- Fiction; Military prisons -- Fiction; Africa, North -- History -- 19th century -- Fiction"
16499,Henriette.txt,Henriette,"Coppée, François, 1842-1908",2005,Fiction
16649,La Pantoufle de Sapho.txt,La Pantoufle de Sapho,"Sacher-Masoch, Leopold, Ritter von, 1835-1895; Sacher-Masoch, Wanda von, 1845-1933 [Translator]",2005,Austrian fiction -- Translations into French
16709,Contes rapides.txt,Contes rapides,"Coppée, François, 1842-1908",2005,"Short stories, French; French fiction -- 19th century"
16710,Les Deux Gentilshommes de Vérone.txt,Les Deux Gentilshommes de Vérone,"Shakespeare, William, 1564-1616; Guizot, François, 1787-1874 [Translator]",2005,Comedy plays; Verona (Italy) -- Drama; Triangles (Interpersonal relations) -- Drama; Exiles -- Drama
16743,"Aventures merveilleuses mais authentiques du capitaine Corcoran, Première Partie.txt","Aventures merveilleuses mais authentiques du capitaine Corcoran, Première Partie","Assollant, Alfred, 1827-1886; Neuville, Alphonse Marie de, 1835-1885 [Illustrator]",2005,Fiction; Adventure stories
16758,Le Salon des Refusés Le Peinture en 1863.txt,Le Salon des Refusés: Le Peinture en 1863,"Desnoyers, Fernand, 1828-1869",2005,"Salon des refusés; Painting, French -- Exhibitions; Painting, French -- France -- Paris -- 19th century"
16789,Hyacinthe.txt,Hyacinthe,"Assollant, Alfred, 1827-1886",2005,Fiction
16795,La conquête d'une cuisinière I.txt,La conquête d'une cuisinière I Seul contre trois belles-mères,"Chavette, Eugène, 1827-1902",2005,French fiction -- 19th century
16796,La conquête d'une cuisinière II.txt,La conquête d'une cuisinière II Le tombeur-des-crânes,"Chavette, Eugène, 1827-1902",2005,French fiction -- 19th century
16812,Le culte du moi 1 Sous l'oeil des barbares.txt,Le culte du moi 1: Sous l'oeil des barbares,"Barrès, Maurice, 1862-1923",2005,French fiction -- 19th century
16813,Le culte du moi 2 Un homme libre.txt,Le culte du moi 2: Un homme libre,"Barrès, Maurice, 1862-1923",2005,French fiction -- 19th century
16814,Le culte du moi 3 Le jardin de Bérénice.txt,Le culte du moi 3: Le jardin de Bérénice,"Barrès, Maurice, 1862-1923",2005,French fiction -- 19th century
16816,Le roman de la rose - Tome I.txt,Le roman de la rose - Tome I,"Guillaume, de Lorris; Jean, de Meun, 1240?-1305?",2005,Romances; Courtly love -- Poetry
16815,Physiologie de l'amour moderne.txt,Physiologie de l'amour moderne,"Bourget, Paul, 1852-1935",2005,Love
16817,"Les misères de Londres, 2. L'enfant perdu.txt","Les misères de Londres, 2. L'enfant perdu","Ponson du Terrail, 1829-1871",2005,French fiction -- 19th century
16818,"Les misères de Londres, 3. La cage aux oiseaux.txt","Les misères de Londres, 3. La cage aux oiseaux","Ponson du Terrail, 1829-1871",2005,French fiction -- 19th century
16819,"Les misères de Londres, 4. Les tribulations de Shoking.txt","Les misères de Londres, 4. Les tribulations de Shoking","Ponson du Terrail, 1829-1871",2005,French fiction -- 19th century
16820,Le Journal d'une Femme de Chambre.txt,Le Journal d'une Femme de Chambre,"Mirbeau, Octave, 1848-1917",2005,Love stories; Erotic fiction; French fiction
16824,Les possédés.txt,Les possédés,"Dostoyevsky, Fyodor, 1821-1881; Derély, Victor, 1840-1904 [Translator]",2005,Political fiction; Russia -- Social life and customs -- 1533-1917 -- Fiction; Nihilism -- Fiction; Terrorists -- Russia -- Fiction
16825,Souvenirs entomologiques - Livre I.txt,Souvenirs entomologiques - Livre I Étude sur l'instinct et les moeurs des insectes,"Fabre, Jean-Henri, 1823-1915",2005,Insects
16826,Face au drapeau.txt,Face au drapeau,"Verne, Jules, 1828-1905",2005,Science fiction; Revenge -- Fiction; Pirates -- Fiction; Mentally ill -- Fiction; Abduction -- Fiction; Avarice -- Fiction; Weapons of mass destruction -- Fiction; Patriotism -- Fiction; Loyalty -- Fiction
16827,Le village aérien.txt,Le village aérien,"Verne, Jules, 1828-1905",2005,Science fiction
